,datetime,category,headline,id,image,related,source,summary,url,content
0,2024-01-03 22:45:18,company,,124842375.0,https://media.zenfs.com/en/zacks.com/b369e357aa3d42cc28ac674490d4ae83,AAPL,Yahoo,"Apple (AAPL) closed the most recent trading day at $184.25, moving -0.75% from the previous trading session.",https://finnhub.io/api/news?id=90ae7e1870cbf18425fe3ee48ec23d87eb751b51275b820c90deeff2a69f20f0,"Apple (AAPL) closed at $184.25 in the latest trading session, marking a -0.75% move from the prior day. This move was narrower than the S&P 500's daily loss of 0.8%. Elsewhere, the Dow saw a downswing of 0.76%, while the tech-heavy Nasdaq depreciated by 1.18%.
Prior to today's trading, shares of the maker of iPhones, iPads and other products had lost 4.02% over the past month. This has lagged the Computer and Technology sector's gain of 2.11% and the S&P 500's gain of 3.4% in that time.
The upcoming earnings release of Apple will be of great interest to investors. The company's earnings per share (EPS) are projected to be $2.08, reflecting a 10.64% increase from the same quarter last year. At the same time, our most recent consensus estimate is projecting a revenue of $117.31 billion, reflecting a 0.13% rise from the equivalent quarter last year.
For the annual period, the Zacks Consensus Estimates anticipate earnings of $6.56 per share and a revenue of $393.42 billion, signifying shifts of +7.01% and +2.65%, respectively, from the last year.
Furthermore, it would be beneficial for investors to monitor any recent shifts in analyst projections for Apple. These revisions typically reflect the latest short-term business trends, which can change frequently. As a result, upbeat changes in estimates indicate analysts' favorable outlook on the company's business health and profitability.
Our research shows that these estimate changes are directly correlated with near-term stock prices. To capitalize on this, we've crafted the Zacks Rank, a unique model that incorporates these estimate changes and offers a practical rating system.
The Zacks Rank system, which ranges from #1 (Strong Buy) to #5 (Strong Sell), has an impressive outside-audited track record of outperformance, with #1 stocks generating an average annual return of +25% since 1988. Over the past month, the Zacks Consensus EPS estimate has remained steady. Apple is currently a Zacks Rank #3 (Hold).
Story continues
From a valuation perspective, Apple is currently exchanging hands at a Forward P/E ratio of 28.29. This denotes a premium relative to the industry's average Forward P/E of 20.82.
Investors should also note that AAPL has a PEG ratio of 2.56 right now. The PEG ratio is similar to the widely-used P/E ratio, but this metric also takes the company's expected earnings growth rate into account. The Computer - Mini computers industry had an average PEG ratio of 2.56 as trading concluded yesterday.
The Computer - Mini computers industry is part of the Computer and Technology sector. Currently, this industry holds a Zacks Industry Rank of 189, positioning it in the bottom 25% of all 250+ industries.
The Zacks Industry Rank gauges the strength of our industry groups by measuring the average Zacks Rank of the individual stocks within the groups. Our research shows that the top 50% rated industries outperform the bottom half by a factor of 2 to 1.
Don't forget to use Zacks.com to keep track of all these stock-moving metrics, and others, in the upcoming trading sessions.
Want the latest recommendations from Zacks Investment Research? Today, you can download 7 Best Stocks for the Next 30 Days. 
Click to get this free report
Apple Inc. (AAPL) : Free Stock Analysis Report
To read this article on Zacks.com click here.
Zacks Investment Research"
1,2024-01-03 21:32:38,company,,124842377.0,https://media.zenfs.com/en/reuters-finance.com/5cbc0852505b629dbb8a2a26a81cbc44,AAPL,Yahoo,"Apple has agreed to settle a lawsuit accusing the company of knowingly letting scammers exploit its gift cards, and keep stolen funds for itself.  According to a filing on Wednesday in federal court in San Jose, California, Apple and the plaintiffs have agreed on material settlement terms after working with a mediator.  They are drafting a formal settlement to be presented to U.S. District Judge Edward Davila for preliminary approval.",https://finnhub.io/api/news?id=347d638e00f41156c3f1e43d1a3f34e16662b6de5cdc5f690c86ebcd62798976,"By Jonathan Stempel
(Reuters) - Apple has agreed to settle a lawsuit accusing the company of knowingly letting scammers exploit its gift cards, and keep stolen funds for itself.
According to a filing on Wednesday in federal court in San Jose, California, Apple and the plaintiffs have agreed on material settlement terms after working with a mediator.
They are drafting a formal settlement to be presented to U.S. District Judge Edward Davila for preliminary approval.
Apple and lawyers for the plaintiffs did not immediately respond to requests for comment.
The scam involves fraudsters who instill panic or urgency by insisting by phone that victims buy App Store and iTunes gift cards or Apple Store gift cards in order to pay for taxes, hospital and utility bills, bail and debt collection.
Victims are then told to share the codes on the backs of the cards, despite a warning on the cards that reads: ""Do not share your code with anyone you do not know.""
According to the complaint, Apple would typically deposit only 70% of the stolen funds into fraudsters' bank accounts, and keep 30% for itself as a ""commission"" for knowingly converting stolen codes into dollars.
Victims likely lost ""hundreds of millions of dollars"" in the scam, the complaint said.
The lawsuit covered anyone in the United States who from 2015 through July 31, 2020 bought gift cards redeemable on iTunes or the App Store, provided codes to fraudsters, and did not receive refunds from Apple.
In June 2022, Davila rejected Apple's bid to dismiss the lawsuit.
He said the plaintiffs sufficiently alleged that the Cupertino, California-based company's effort to disclaim liability, even after victims claimed they were scammed, was unconscionable.
The case is Barrett et al v Apple Inc et al, U.S. District Court, Northern District of California, No. 20-04812.
(This story has been refiled to correct the day to Wednesday, instead of Tuesday, in paragraph 2)
(Reporting by Jonathan Stempel in New York; Editing by Daniel Wallis)"
2,2024-01-03 21:30:17,company,,124841772.0,https://media.zenfs.com/en/bloomberg_markets_842/20e5ab0a98f53674774c910e9169504f,AAPL,Yahoo,"(Bloomberg) -- The largest technology stocks that lifted the broader market last year are having a less-rosy start to 2024. Most Read from BloombergTech Stocks Slouch Toward Four-Day Drop, Bonds Up: Markets WrapHarvard’s President Quits After Plagiarism, Antisemitism FurorSaving the Panama Canal Will Take Years and Cost Billions, If It’s Even PossibleIran Blasts That Killed Nearly 100 Add to Mideast TensionsIran Sends Warship to Red Sea After US Sinks Houthi BoatsThe so-called Magnificent Seven,",https://finnhub.io/api/news?id=3c664532393b364f0f0d3d877eba0e8761468b5e3fff9caa8381d5975c9d0a3b,Connection Error
3,2024-01-03 21:29:43,company,,124842380.0,https://s.yimg.com/cv/apiv2/social/images/yahoo_default_logo-1200x1200.png,AAPL,Yahoo,"Apple has agreed to settle a lawsuit accusing the company of knowingly letting scammers exploit its gift cards, and keep stolen funds for itself.  According to a filing on Wednesday in federal court in San Jose, California, Apple and the plaintiffs have agreed on material settlement terms after working with a mediator.  They are drafting a formal settlement to be presented to U.S. District Judge Edward Davila for preliminary approval.",https://finnhub.io/api/news?id=7d0bf40617b3cb48b8bfe3e03625852ff3a2c84874170fce9a00f9a41b9b34d5,"(Refiles to fix day to Wednesday in second paragraph)
By Jonathan Stempel
Jan 3 (Reuters) - Apple has agreed to settle a lawsuit accusing the company of knowingly letting scammers exploit its gift cards, and keep stolen funds for itself.
According to a filing on Wednesday in federal court in San Jose, California, Apple and the plaintiffs have agreed on material settlement terms after working with a mediator.
They are drafting a formal settlement to be presented to U.S. District Judge Edward Davila for preliminary approval.
Apple and lawyers for the plaintiffs did not immediately respond to requests for comment.
The scam involves fraudsters who instill panic or urgency by insisting by phone that victims buy App Store and iTunes gift cards or Apple Store gift cards in order to pay for taxes, hospital and utility bills, bail and debt collection.
Victims are then told to share the codes on the backs of the cards, despite a warning on the cards that reads: ""Do not share your code with anyone you do not know.""
According to the complaint, Apple would typically deposit only 70% of the stolen funds into fraudsters' bank accounts, and keep 30% for itself as a ""commission"" for knowingly converting stolen codes into dollars.
Victims likely lost ""hundreds of millions of dollars"" in the scam, the complaint said.
The lawsuit covered anyone in the United States who from 2015 through July 31, 2020 bought gift cards redeemable on iTunes or the App Store, provided codes to fraudsters, and did not receive refunds from Apple.
In June 2022, Davila rejected Apple's bid to dismiss the lawsuit.
He said the plaintiffs sufficiently alleged that the Cupertino, California-based company's effort to disclaim liability, even after victims claimed they were scammed, was unconscionable.
The case is Barrett et al v Apple Inc et al, U.S. District Court, Northern District of California, No. 20-04812. (Reporting by Jonathan Stempel in New York; Editing by Daniel Wallis)"
4,2024-01-03 21:29:00,company,,124836380.0,https://s.yimg.com/ny/api/res/1.2/vhjHcihjMZ3CmP38aAb7HA--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD02MDA-/https://media.zenfs.com/en/Barrons.com/12721225e902bcd4601982b28a46f3f2,AAPL,Yahoo,"Apple shares extend losses following a downgrade, SoFi Technologies is downgraded to Underperform from Market Perform at Keefe Bruyette, and Tesla falls for a fourth-straight day.",https://finnhub.io/api/news?id=73482d9837f495a13fc68956689441c841b0682cd86a6e17b91c17f5de9e0e35,"Apple shares extend losses following a downgrade, SoFi Technologies is downgraded to Underperform from Market Perform at Keefe Bruyette, and Tesla falls for a fourth-straight day.
Continue reading"
5,2024-01-03 19:54:43,company,,124831899.0,https://s.yimg.com/ny/api/res/1.2/0NSO0cJaO7CGHNXrdlQOdw--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD04MDA-/https://s.yimg.com/os/creatr-uploaded-images/2024-01/1cf3fed0-aa67-11ee-bf47-f8602df25587,AAPL,Yahoo,"CES 2024 is just around the corner, and that means you can expect a slew of announcements for everything from new TVs to flying cars.",https://finnhub.io/api/news?id=dfdc9ce5d6c3c80aec38e6e1dc554431885695e80027cc45a0de863c59ea67b9,"It’s January, and that means the entire tech world, with the notable exception of Apple (
AAPL
), will soon descend upon Las Vegas for CES 2024. The annual consumer electronics trade show, which runs from Jan. 9 through Jan. 12, serves as a showcase for the biggest technology trends that will likely make their way into our lives.
Over the years that’s included everything from high-end vehicle infotainment systems and 4K, OLED TVs to electric scooters and new computer chips. Of course, there’s also the collection of oddities that flood the show’s various booths and displays. Think talking toilets and forks that tell you if you’re eating too fast.
And CES 2024 looks set to pack even more of the equal parts impressive and downright confounding products that will end up in our living rooms and driveways in the months and years to come. Naturally, Yahoo Finance will be live on the ground in Sin City, weaving through the thousands of attendees to bring you all of the latest news from the big show.
So, what can you expect out of CES 2024? Funny you should ask…
AI will be the talk of the show
The AI revolution that dominated headlines in 2023 will continue to roll on in 2024.You can expect everyone from chipmakers and automotive companies to TV manufacturers and more to talk up the benefits of AI during the big show.
One of the biggest themes is likely to be based around the AI PC. AMD (
AMD
), Intel (
INTC
), and Qualcomm (
QCOM
) have each debuted their own AI PC chips in recent months, with Intel showing off its Core Ultra AI PC processors in December.
The idea behind AI PCs is to add AI processing capabilities to laptop and desktop chips so that users can run AI applications on their own computers rather than in the cloud. The thinking is that if you need to run sensitive data like personal information or corporate files through an AI program, doing so on your computer is safer than sending them up to the cloud.
Signs display the name of an Intel event called AI Everywhere in New York, Thursday, Dec. 14, 2023. Intel is introducing new products that are designed to be used with AI-powered computers and applications. (Seth Wenig/AP Photo)
 (ASSOCIATED PRESS)
But beyond that, companies are still trying to figure out how AI PCs will benefit most people. During Intel’s December AI Everywhere event, company representatives said that it’ll be up to developers to come up with new apps and programs that take advantage of new AI PC features.
Story continues
Chipmakers won’t be the only companies focusing on AI. Automakers, retailers, and home appliance manufacturers will undoubtedly explain how they’re using AI to power their latest and greatest products.
AI will likely be so ubiquitous at CES 2024 that it’ll be strange if a company doesn’t mention the technology. Heck, Samsung says that it’s 
bringing AI to its kitchen appliances
, including its refrigerators.
More cars than a dealership
It’s cliche to say that CES is as much a car show as it is a technology event. Automakers from across the world pack the halls of the Las Vegas Convention Center with their hottest cars, trucks, SUVs, and, occasionally, flying cars, filling the air with the smell of fresh rubber and the promise of a future where you can watch TV while your vehicle chauffeurs you around town.
In past years companies ranging from Ford (
F
) and BMW to Hyundai (
HYMTF
) and Chevy (
GM
) have debuted new in-car technologies designed to improve the driving experience. Last year BMW revealed a concept for a customizable kind of paint job that you can adjust at any time. That same year, Sony (
SONY
) and Honda (
HMC
) unveiled their concept car Afeela. This year Sony Honda Mobility will be back with a prototype of the Afeela.
Sign up for the Yahoo Finance Tech newsletter.
 (Yahoo Finance)
As for the flying cars, Uber (
UBER
) and Hyundai teamed up to announce their flying taxi at CES 2020. This year Hyundai Motor Group’s Advanced Air Mobility company, Supernal, will take the wraps off of its electric vertical takeoff and landing (eVTOL) vehicle complete with a vertiport exhibit that will showcase how passengers will ride in the flying concept.
TVs get smarter and brighter
TVs are a mainstay of CES. They’re also my favorite part of the show. Where else can you see every next-generation television you’ll beg your spouse to get in one place?
The biggest trend in TVs is microLED technology, which promises the color of OLED sets with the brightness of LED systems. So far, however, those TVs have been incredibly expensive, with prices in the tens of thousands of dollars. But that’s expected to come down over time, and could eventually become relatively affordable for the average consumer.
Samsung's The Wall, a 146-inch MicroLED television is displayed at the Samsung booth during CES 2018 at the Las Vegas Convention Center on Jan. 10, 2018 in Las Vegas. (David Becker/Getty Images)
 (David Becker via Getty Images)
TVs are also getting more AI capabilities, as well. 
LG announced on Jan. 3
 that its latest OLED TVs will feature updated AI processors that improve image and sound quality. The company also said that its wireless television, which it debuted at CES 2023, will now be available with a smaller 65-inch screen. There’s also a larger 97-inch model that, well, just won’t fit in my Queens apartment.
Lots of weird and wild products
One of the best parts of CES is seeing so many wild, attention-grabbing products in one place. Some of them are practical, like leak detectors for under your kitchen sink and Wi-Fi-enabled meat thermometers that send you an alert on your phone when your steak is ready. Some aren’t so practical; I’m looking at you, electric roller skates.
I’ve seen more weird gadgets and gizmos over the years than I can count, and CES 2024 will be no different. And I’ll be bringing you all of that and more when the big show kicks off. Stay tuned.
Read more coverage from 
CES 2024
:
Nvidia debuts RTX 40 Super chips to power gaming and AI efforts at CES 2024
AMD debuts AI-focused Ryzen 8000G desktop chips at CES 2024
Microsoft is adding an AI button to PC keyboards, their first major change in 30 years
From AI to flying cars, here’s what to expect at CES 2024
Daniel Howley
 is the tech editor at Yahoo Finance. He's been covering the tech industry since 2011. You can follow him on Twitter 
@DanielHowley
.
Click here for the latest technology news that will impact the stock market.
Read the latest financial and business news from Yahoo Finance"
6,2024-01-03 19:46:04,company,,124841303.0,https://s.yimg.com/cv/apiv2/social/images/yahoo_default_logo-1200x1200.png,AAPL,Yahoo,"Investing.com - US stock futures were trading slightly higher on Wednesday evening, even as the Nasdaq Composite recorded a fourth consecutive trading day of losses.",https://finnhub.io/api/news?id=b6cb105b7196b42cae0c80064e1cde6803bb0268ddff1bc164e047ce594c24ff,"Investing.com -- U.S. stocks traded in a mixed fashion in early Thursday trading before rising later in the morning as investors digested the latest jobs data, which pointed to lingering resilience in the labor market.
By 11:40 ET (14:45 GMT), the Dow Jones Industrial Average was up over 200 points, or 0.7%, the S&P 500 traded 19 points, or 0.4%, higher, while the NASDAQ Composite rose 23 points or 0.2%.
Labor market shows resilience
Data released earlier Thursday showed that U.S. private employers added far more roles than expected in December, pointing to lingering resilience in the labor market that may impact how Federal Reserve policymakers approach potential interest rate reductions this year.
Private payrolls
 came in at 164,000 last month, rising from a downwardly revised mark of 101,000 in November, according to data from payrolls processor ADP. Economists had predicted a reading of 115,000.
While the strength of the labor market could cause the Fed to think twice about cutting interest rates early in 2024, the data also showed that pay growth, an important contributor to overall inflation, eased to 5.4% from a rate of 5.6% a month earlier, extending a deceleration that started in September 2022.
These figures will serve as a precursor to the publication of the all-important December 
nonfarm payrolls
 report on Friday, which could drive risk sentiment for the immediate future.
Walgreens slashes its dividend
In the corporate sector, Walgreens Boots Alliance (NASDAQ:WBA) stock slumped over 10% in the early part of the session after the drugstore chain slashed its quarterly dividend by 48%, in a move Chief Executive Officer Tim Wentworth said was necessary to ""strengthen our long-term balance sheet and cash position.""
Ford (NYSE:F) stock initially fell 0.5% before rising after the auto giant posted a 7.1% rise in 2023 U.S. sales, fueled by demand for its crossover SUVs and pickup trucks and easing supply chain constraints.
Story continues
Conagra Brands (NYSE:CAG) stock fell 2% after the packaged foods company cut organic net sales growth and profit forecasts for fiscal 2024 and warned of a slower recovery in demand for its produce.
Crude steadies amid Middle East supply concerns
Oil prices initially stabilized Thursday after the previous session’s sharp gains on continued concerns over supply from the Middle East.
By 09:45 ET, the U.S. crude futures traded 0.2% higher at $72.55 a barrel. However, as of 11:45 ET, they now trade 1.75% lower at $71.40 a barrel. The Brent contract climbed 0.4% to $77.92 a barrel before falling 1.8% to $76.81.
Both contracts surged around 3% on Wednesday after protests over high fuel prices caused Libya’s El Sahara oil field to halt production, with the field producing about 300,000 barrels per day.
This added to ongoing concerns over Yemen's Iran-backed Houthis targeting shipping in the Red Sea.
The market was also supported by data from the 
American Petroleum Institute
, showing U.S. crude stocks fell by a bigger-than-expected 7.4 million barrels last week.
Official data from the 
Energy Information Administration
 is due later Thursday, delayed by a day due to Monday’s New Year's holiday.
Additionally, gold futures rose 0.2% to $2,045.80/oz, while EUR/USD is trading 0.3% higher at 1.0955.
(Oliver Gray contributed to this article.)
Related Articles
US stocks edge higher; Walgreens slumps
France stocks mixed at close of trade; CAC 40 up 0.52%
December Hiring Trends: ADP and Stanford Data Show Wage Growth Shift"
7,2024-01-03 19:15:58,company,,124842387.0,https://s.yimg.com/ny/api/res/1.2/BTwxbw.s1pRMO4hPlZoo4g--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD03OTk-/https://media.zenfs.com/en/fortune_175/d45f08b7c91497537845a22801ab35bc,AAPL,Yahoo,"The iPhone maker's stock has taken a drubbing in the first day-and-a-half of trading this year, but there are some bright spots on the horizon.",https://finnhub.io/api/news?id=064fd4a18ca16e8e00aaa2566ade72322b8f75fc39552202611a890e8bfaf675,"Hello, tech editor Alexei Oreskovic here. The year 2024 is off to a tough start for Apple. In the day-and-a-half that the stock market has been open this year, the iPhone maker's stock has fallen by nearly 5%.
If the decline holds by the time the market closes Wednesday, that will represent a loss of more than $120 billion in market value in just two days. Two very expensive days.
The immediate cause of the drubbing 
was a downgrade by Barclays on Tuesday
, hitting Apple's stock with an ""underweight"" rating (analyst-speak for ""sell""). The downgrade was a manifestation of deeper investor unease with the company's prospects.
Apple's overall revenue has declined for four consecutive quarters, and the company has hinted at modest expectations for holiday sales. The iPhone, which accounts for nearly half of Apple's revenue, is facing stiffer competition in China, and the Apple Watch is locked in a patent fight that 
forced Apple to halt sales of certain models
 in the U.S. for a few days last year.
If things look bleak for the Cupertino, Calif., company, there are a few bright spots on the horizon:
Apple's services business continues to be an underappreciated giant. According to Apple bull Dan Ives's ""sum of the parts"" analysis, the services business is worth $1.5 trillion to $1.6 trillion on a standalone basis.
The 
VisionPro, Apple's $3,500 mixed reality headset,
 is due to go on sale this year. The company is treading cautiously with a very limited rollout of the new device—so sales of the VisionPro this year will not move the needle for Apple. But if consumers cotton to the device, it could provide a much-needed jolt of excitement to Apple's image that translates into broader sales.
Finally, Apple has yet to show its cards in the high-stakes game of generative AI. According to Bloomberg's Mark Gurman, Apple has 
developed its own large language model
 and has been internally testing an ""Apple GPT"" chatbot based on it for months.
Story continues
If there's any doubt about how gaga Wall Street is for AI right now, just look at Microsoft's fortunes last year as it hooked up with ChatGPT-maker OpenAI: Microsoft's stock finished 2023 up 50%.
With that, here are more of today's top tech stories.
Alexei Oreskovic
Want to send thoughts or suggestions to Data Sheet? Drop a line 
here
.
Today’s edition was curated by Rachyl Jones.
This story was originally featured on 
Fortune.com"
8,2024-01-03 19:09:00,company,,124834907.0,https://media.zenfs.com/en/zacks.com/76132323c88812a1d58faada145d6911,AAPL,Yahoo,"Alphabet (GOOGL) Google's Pixel Watch starts featuring Do Not Disturb (""DND"") and Bedtime Mode sync from Pixel Watch 2.",https://finnhub.io/api/news?id=3451863d3653fc1179ccd222dd7b5f407acff96d5d4a558d6e556e19af50245f,"Alphabet
’s GOOGL Google is making advancements to add features to its original Pixel Watch.
A month ago, it was announced that this particular smartwatch would be upgraded with some of the features of the Pixel Watch 2. It has now started featuring DND and Bedtime Mode sync.
Users can avail of these features by opening the Pixel Watch companion app.
Alphabet’s solid efforts to strengthen its Pixel Watch series are expected to continue helping it bolster its presence in the booming smartwatch market.
Per a Fortune Business Insights report, the global smartwatch market is anticipated to reach $77.22 billion by 2032, witnessing a CAGR of 14.8% between 2023 and 2030.
The company’s growing prospects in this promising market are expected to aid it in gaining investors’ optimism in the days ahead.
Growth promises associated with Pixel Watches are expected to contribute well to the performance of Google Services segment which has been the key growth driver of the company.
Alphabet’s shares have gained 56.2% in the past year, outperforming the Zacks Computer & Technology sector’s growth of 53.1%.
Growing Google Services segment is expected to continue driving its overall performance.
The Zacks Consensus Estimate for 2024 total revenues is pegged at $283.39 billion, indicating year-over-year growth of 11.3%.
The consensus mark for 2024 earnings is pinned at $6.74 per share, indicating year-over-year growth of 15.6%. The estimate has been revised upward by 0.7% in the past 30 days.
Competitive Scenario
Although Alphabet is a late entrant in this market, its growing smartwatch efforts are likely to intensify competition for other incumbents that are leaving no stone unturned to expand footprint in the smartwatch market, like 
Apple 
AAPL and 
Garmin 
GRMN.
Apple, currently dominating the smartwatch market on the back of its expanding Watch family, is constantly making efforts to sustain its supremacy. The strong adoption of the Apple Watch on the back of useful and advanced features like Cycle Tracking, the Noise app and Activity Trends remains a major positive.
The company recently announced the availability of watchOS 10 to further strengthen the Apple Watch series.
More than two-thirds of the customers who purchased the Apple Watch during fourth-quarter fiscal 2023 were first-time customers.
Garmin’s expanding product portfolio for the Fitness and Outdoor business, which has been built with both internal development efforts and acquisitions, makes the company a potential player in the wearable space.
The launch of its new health and fitness smartwatch called vivoactive 5 and GPS smartwatches, namely the Venu 3 and Venu 3S, remains noteworthy.
These devices are comprised of robust healthcare features like sleep coach, which offers a sleep score and personalized coaching that keeps track of different sleep stages, naps, Pulse Ox1 and heart rate variability (“HRV”) status; morning report, which provides an overview of sleep, recovery and HRV status; nap detection, which tracks or logs naps automatically and Body Battery enhancements, which monitor energy levels throughout the day.
Story continues
Zacks Rank & Another Stock to Consider
Currently, Alphabet carries a Zacks Rank #2 (Buy).
Another top-ranked stock in the broader technology sector is 
Camtek 
CAMT, carrying a Zacks Rank #1 (Strong Buy) at present. You can see
 the complete list of today’s Zacks #1 Rank stocks here
.
Camtek shares have returned 220.4% over the past year. The long-term earnings growth rate for CAMT is pegged at 12.26%.
Want the latest recommendations from Zacks Investment Research? Today, you can download 7 Best Stocks for the Next 30 Days. 
Click to get this free report
Apple Inc. (AAPL) : Free Stock Analysis Report
Garmin Ltd. (GRMN) : Free Stock Analysis Report
Camtek Ltd. (CAMT) : Free Stock Analysis Report
Alphabet Inc. (GOOGL) : Free Stock Analysis Report
To read this article on Zacks.com click here.
Zacks Investment Research"
9,2024-01-03 18:48:47,company,,124846071.0,https://media.zenfs.com/en/tipranks_452/eb1458eec3c6b7e5ac4c335b31efc8a9,AAPL,Yahoo,"Yesterday was not quite the way Apple (NASDAQ:AAPL) stockholders wanted to kick off the new year, with shares suffering one of the worst single-day plunges in months. Apple stock got battered, falling 3.6% on the first trading day of 2024 due to the notable downgrade from Barclays (NYSE:BCS) to Sell from Hold. Undoubtedly, Sell ratings are few and far between on Wall Street these days. So, the downgrade was enough to send shivers down the spines of investors of the iPhone maker and Magnificent S",https://finnhub.io/api/news?id=dfb5cbd3dd05dae3b74be4e6dd3a6c839ad93f6e9084a6e739a34d71c7111b47,"Yesterday was not quite the way Apple (
NASDAQ:AAPL
) stockholders wanted to kick off the new year, with shares suffering one of the worst single-day plunges in months. Apple stock got battered, falling 3.6% on the first trading day of 2024 due to the 
notable downgrade from Barclays
 (
NYSE:BCS
) to Sell from Hold.
Undoubtedly, Sell ratings are few and far between on Wall Street these days. So, the downgrade was enough to send shivers down the spines of investors of the iPhone maker and Magnificent Seven holding, whose magnificence is sure to be tested (and perhaps questioned) throughout the year.
Indeed, Apple isn’t a $3 trillion company anymore after more than $100 billion in market cap was wiped out in a day.
Though five-star-rated Barclays analyst Tim Long had his fair share of reasons for the downgrade (“lackluster” iPhone 15 sales in China, for one) and a price target of $160.00 — which entails more than 13% in downside from here — I think investors should view any such dip to such levels as more of a buying opportunity than a sign that it’s curtains for the Cupertino-based tech titan.
The iPhone 15 Underwhelms. The iPhone 16 May Not Be Much Better, Says Barclays
Besides weak iPhone 15 sales expectations, Long doesn’t see the next iPhone as a catalyst that could help Apple make up for lost time.
“We see no features of upgrades that are likely to make the iPhone 16 more compelling,” Long said.
That downbeat note on the next iPhone is incredibly discouraging for investors. However, it’s quite a stretch to shoot down the next iPhone when we don’t know what the next device could feature.
Indeed, it seems like Apple stock seems to be heavily impacted by bearish notes than bullish ones. In a way, it’s the most unloved of the Magnificent Seven. For example, recently, Wedbush’s Daniel Ives touted Apple as a “
golden opportunity
” with a $4 trillion market cap in sight. Still, the stock didn’t surge 4% on that news. So, why the overweighting on the negatives? I guess it’s easier to be bearish on Apple stock than peers, who seem more than willing to serve investors what they want: AI announcements.
Story continues
All considered, I believe the negativity surrounding Apple is overdone, and I am staying bullish, just like Mr. Ives, a bull whose call is being drowned out by excess negativity and a more recent Barclays downgrade.
Why It Could Be a Mistake to Discount the iPhone 16’s Potential
For now, iPhone 16 features are surrounding items rotating in the rumor mill. As such, I don’t think it’s justified to dismiss the next iPhone as uncompelling. The iPhone 16 may not feature a game-changing design. That said, I do believe that hardware innovations could make the next iteration of the iPhone a pretty substantial upgrade, perhaps the largest upgrade in a few cycles.
The iPhone 16 is rumored to have the A18 chip, which could feature even more impressive graphical capabilities. Indeed, the current A17 Pro chip featured in iPhone 15 Pro and Pro Max models can already run some impressive triple-A game titles. Capcom’s 
Resident Evil 4 Remake
 and 
Resident Evil Village
 are ambitious titles that show the graphical firepower of Apple’s latest chip. Undoubtedly, the latest iPhone shows potential in the handheld gaming device market.
There’s one big problem, however. There simply aren’t enough triple-A titles for gamers to view the latest iPhone as a suitable alternative to the many PC-based handheld devices out there that can run a slew of titles. This could change once Apple is ready to pull the curtain on its latest iPhone 16 later this year.
Apple Entering a “New Era of Gaming,” Says Video Game Industry Visionary
For the iPhone 15 reveal, there was quite an emphasis on gaming. However, I believe that’s just an appetizer ahead of a main course. This year will see the launch of Apple Vision Pro, a device that could be propelled to the forefront by gaming announcements. Indeed, gaming continues to be a main attraction to the medium of spatial computing and the Metaverse.
If Apple can acquire a major gaming studio (something I suggested in a 
prior piece
) or pick up the pace of its gaming-related partnerships like the ones it made with Capcom and legendary game creator Hideo Kojima, I do not doubt that Apple could tap video games as a means to jolt Vision Pro, iPhone, and even Services sales growth.
Last year, Hideo Kojima made a bold statement, saying that Apple is entering a “new era of gaming.” As one of the brightest and most innovative minds in gaming, investors and gamers should not take such a statement lightly.
Is Apple Stock a Buy, According to Analysts?
On TipRanks, AAPL stock comes in as a Moderate Buy. Out of 31 analyst ratings, there are 23 Buys, seven Holds, and one Sell recommendation. The 
average AAPL stock price target
 is $203.04, implying upside potential of 10.1%. Analyst price targets range from a low of $150.00 per share to a high of $250.00 per share.
The Takeaway
It’s all too easy to be bearish on Apple stock right now and believe Barclays’ Tim Long over the likes of Wedbush’s Daniel Ives.
After Apple’s awful start to 2024, I believe the odds favor the bulls over the bears. Apple’s iPhone 15 may be running out of steam, but there are a lot of new devices (and perhaps some services) coming in 2024. I wouldn’t overlook them.
Disclosure"
